iter	MultiClass
0	3.236830788
1	2.738194217
2	2.49319116
3	2.29285889
4	2.021393525
5	1.83519351
6	1.683562645
7	1.605725204
8	1.479296259
9	1.369225038
10	1.293980075
11	1.204075946
12	1.17588998
13	1.121663763
14	1.052300286
15	1.002893383
16	0.9373980259
17	0.8942445975
18	0.8409718318
19	0.7940833756
20	0.7720552121
21	0.7356538264
22	0.7140934838
23	0.6810146841
24	0.6507525947
25	0.6233547095
26	0.5929758205
27	0.5806195483
28	0.5533401849
29	0.530355671
30	0.5092708126
31	0.4934023737
32	0.480105585
33	0.4605248809
34	0.4454113944
35	0.4291228133
36	0.4182903347
37	0.4127499688
38	0.4004118259
39	0.3875006992
40	0.3754395364
41	0.3640177166
42	0.3529309704
43	0.343160959
44	0.3323845866
45	0.3224269578
46	0.3158748091
47	0.3065539302
48	0.298692164
49	0.2904867267
50	0.2851970404
51	0.2777719749
52	0.2711888222
53	0.2642085022
54	0.257318575
55	0.2509896517
56	0.2456180116
57	0.2386738494
58	0.2335315785
59	0.2289376158
60	0.2241504321
61	0.2171428163
62	0.2131597852
63	0.2090516025
64	0.2048069377
65	0.2004337041
66	0.1951861773
67	0.191088669
68	0.1867056267
69	0.1826006873
70	0.1798207406
71	0.1760228928
72	0.1720259431
73	0.1691490562
74	0.165221966
75	0.1618004631
76	0.1592116084
77	0.1561172622
78	0.153426597
79	0.1511515894
80	0.1498265404
81	0.147566129
82	0.1441434871
83	0.1417683988
84	0.1391175635
85	0.1370428334
86	0.135400165
87	0.1333109375
88	0.1315919304
89	0.1291055413
90	0.1273421582
91	0.12544548
92	0.1236188495
93	0.1217355061
94	0.1197134872
95	0.1178812197
96	0.1158502045
97	0.1145054561
98	0.1128747838
99	0.1109405796
100	0.1090684278
101	0.1074651168
102	0.1060008507
103	0.1045792067
104	0.1026411961
105	0.101656584
106	0.1001099691
107	0.09891113245
108	0.0978887104
109	0.09651592986
110	0.09532818984
111	0.09443182683
112	0.09313243808
113	0.09194119519
114	0.0905670744
115	0.08944770448
116	0.08839168292
117	0.08765160461
118	0.08678670821
119	0.0857362697
120	0.08474783343
121	0.08375049489
122	0.08290382553
123	0.08188973692
124	0.08100287195
125	0.08004934941
126	0.07919806706
127	0.07833265977
128	0.07742602609
129	0.07644939231
130	0.07582941566
131	0.0751906314
132	0.07417045359
133	0.07343984439
134	0.07285724638
135	0.07209943039
136	0.07141004514
137	0.07069390399
138	0.07001984096
139	0.06938522378
140	0.06869518591
141	0.06824886742
142	0.06773635903
143	0.0672357442
144	0.06663038965
145	0.06607605694
146	0.06551314584
147	0.06506580179
148	0.06457327907
149	0.06397642987
150	0.06337718516
151	0.06278964258
152	0.06232885805
153	0.06153345819
154	0.06095921322
155	0.06051098061
156	0.05988222901
157	0.05948968968
158	0.05899130301
159	0.0585533289
160	0.05811500906
161	0.05765126613
162	0.05722357879
163	0.05683991181
164	0.05619573186
165	0.05579559678
166	0.05539215698
167	0.05503410763
168	0.05468058594
169	0.05444807418
170	0.05406273485
171	0.05383817451
172	0.05346617426
173	0.05310170501
174	0.0527930708
175	0.052420726
176	0.05202656165
177	0.05175707401
178	0.05145274282
179	0.05117963477
180	0.05087949947
181	0.05061468942
182	0.05034869155
183	0.05005608266
184	0.04979659491
185	0.04955019483
186	0.04922894908
187	0.04893580219
188	0.04862894006
189	0.04839866754
190	0.04815551169
191	0.04792784729
192	0.04761087504
193	0.04741058649
194	0.04702430665
195	0.04684903787
196	0.04664768972
197	0.04637415786
198	0.04596834131
199	0.04572831745
200	0.04549919302
201	0.04529620589
202	0.04508419427
203	0.04483192096
204	0.04460002872
205	0.04436633901
206	0.04416914006
207	0.04390380532
208	0.04370075941
209	0.04351548975
210	0.04333431272
211	0.04312000823
212	0.04287836948
213	0.04270838691
214	0.042519826
215	0.04236674391
216	0.04221268676
217	0.04203882533
218	0.04179494058
219	0.04168496556
220	0.0415313422
221	0.04131956518
222	0.04112418772
223	0.04096928467
224	0.04082362206
225	0.04062727921
226	0.0404601916
227	0.04029278164
228	0.04015416447
229	0.04000120185
230	0.03984675782
231	0.03968813605
232	0.03957781221
233	0.0393744359
234	0.03920572873
235	0.03907729388
236	0.03893666724
237	0.03880415241
238	0.03868384101
239	0.03856958416
240	0.03843709337
241	0.03826702431
242	0.03816121532
243	0.03804307584
244	0.03788283714
245	0.03780896012
246	0.03769653526
247	0.0375526727
248	0.03744378026
249	0.03731885172
250	0.03710353484
251	0.03700027284
252	0.03677008597
253	0.03655236163
254	0.03645178757
255	0.03635671654
256	0.03624085094
257	0.03612840421
258	0.03604037028
259	0.03595724709
260	0.03583617112
261	0.03571097378
262	0.03559604303
263	0.03549639285
264	0.03540873254
265	0.03531939278
266	0.03522891355
267	0.03514556792
268	0.03505801856
269	0.03496033828
270	0.03488241214
271	0.03470141881
272	0.03449637217
273	0.03436912649
274	0.03427750203
275	0.03420635811
276	0.03414237659
277	0.03397750933
278	0.03389537128
279	0.03378625863
280	0.03370273673
281	0.03354927985
282	0.03346038041
283	0.03338924999
284	0.03330189659
285	0.03318061848
286	0.0331017618
287	0.03300639476
288	0.03294467532
289	0.03285399035
290	0.03277041742
291	0.03269889454
292	0.03262717087
293	0.03255749224
294	0.03248976265
295	0.032429031
296	0.03237137215
297	0.03230790732
298	0.03224649817
299	0.03217901983
300	0.03210097927
301	0.03204084563
302	0.03197630805
303	0.03189692151
304	0.03184351774
305	0.03177448542
306	0.03171153789
307	0.03163379976
308	0.03157904079
309	0.03152133922
310	0.03145734923
311	0.03133209339
312	0.03124439398
313	0.03118991879
314	0.03113663762
315	0.03108908987
316	0.03103961039
317	0.03098623404
318	0.03092670537
319	0.03087454004
320	0.03079068844
321	0.0307220743
322	0.03067422521
323	0.03062458284
324	0.03055360589
325	0.03050886355
326	0.03042074297
327	0.03034040948
328	0.03029832494
329	0.03024685276
330	0.03018313531
331	0.030145787
332	0.03010419105
333	0.03002789036
334	0.02996474623
335	0.02990844896
336	0.02986152579
337	0.02976274922
338	0.02963962449
339	0.02959451821
340	0.02955046136
341	0.02952543191
342	0.02945296944
343	0.02936254465
344	0.02932440963
345	0.02927628947
346	0.02923987618
347	0.02916488596
348	0.02912040001
349	0.029079711
350	0.0289781037
351	0.02893273925
352	0.02889030938
353	0.02885408399
354	0.02877728078
355	0.02872553349
356	0.02863527612
357	0.02854592984
358	0.0284768345
359	0.02843283086
360	0.02839072448
361	0.02835065033
362	0.02831002142
363	0.02827197775
364	0.02822664143
365	0.02818568092
366	0.02814567664
367	0.02808626907
368	0.02804553202
369	0.0280090314
370	0.02796520307
371	0.02793078136
372	0.02788600455
373	0.02784722908
374	0.02780910701
375	0.02777683868
376	0.02774702732
377	0.02766629667
378	0.02762955525
379	0.02759396483
380	0.02755891008
381	0.027524332
382	0.0274723771
383	0.02743794186
384	0.02740703071
385	0.02737803493
386	0.02734971434
387	0.02728302078
388	0.02724962441
389	0.02721201591
390	0.02718083338
391	0.02715134031
392	0.02711983829
393	0.02708891705
394	0.02705910523
395	0.02702683213
396	0.02699801864
397	0.0269731102
398	0.02691378063
399	0.02688631376
400	0.02685523691
401	0.02681911789
402	0.02676995554
403	0.02669868881
404	0.02661138405
405	0.0265679048
406	0.02653991707
407	0.02649605585
408	0.02646865604
409	0.0264011641
410	0.0263761696
411	0.02632765913
412	0.02629825324
413	0.02626880234
414	0.02624359013
415	0.0262153435
416	0.02618842681
417	0.02616060379
418	0.02613181735
419	0.02606590584
420	0.02603294459
421	0.02600615516
422	0.02598192976
423	0.02595839359
424	0.02593236782
425	0.02590499443
426	0.02587447022
427	0.02585282122
428	0.0257919919
429	0.02576946298
430	0.02574399724
431	0.02572009127
432	0.02569722412
433	0.02566577909
434	0.02559877879
435	0.02557078555
436	0.02554876595
437	0.02553027772
438	0.02549048553
439	0.02547119824
440	0.02544837459
441	0.02542591931
442	0.02540535115
443	0.02538207811
444	0.02535903882
445	0.02531348738
446	0.02529079751
447	0.02526722349
448	0.02524309847
449	0.02522106295
450	0.02518230302
451	0.02516468906
452	0.02514401185
453	0.02512667452
454	0.02509829635
455	0.02506089157
456	0.02502785089
457	0.02501066947
458	0.02498215735
459	0.02496288399
460	0.0249437228
461	0.02492402181
462	0.02489020111
463	0.02485504262
464	0.02483041601
465	0.02481177105
466	0.02479745742
467	0.02477853539
468	0.02475960508
469	0.02474551159
470	0.02472489591
471	0.02468162728
472	0.02464167421
473	0.02462036714
474	0.02459695412
475	0.02457960242
476	0.02454857646
477	0.02452827191
478	0.02451135409
479	0.02446162873
480	0.02444404659
481	0.02440638693
482	0.02438605047
483	0.02437216726
484	0.02434892071
485	0.0243274221
486	0.02427901439
487	0.02425994422
488	0.02424360906
489	0.02422680847
490	0.02421106496
491	0.0241885149
492	0.02417601604
493	0.02414967148
494	0.02413349381
495	0.02412049497
496	0.02410450869
497	0.02409093942
498	0.02404489378
499	0.02400012755
500	0.02397951171
501	0.02396379092
502	0.02394949483
503	0.0239058186
504	0.02388484794
505	0.02387353829
506	0.02382763326
507	0.02381255575
508	0.02378535969
509	0.02377054442
510	0.02375869004
511	0.0237437011
512	0.02373324355
513	0.02367648686
514	0.02364868131
515	0.0236304433
516	0.02361270463
517	0.02358314338
518	0.02356710869
519	0.02355018863
520	0.02353254173
521	0.02351380284
522	0.0234975453
523	0.02348041656
524	0.02345904014
525	0.02344378641
526	0.02343287175
527	0.02341484279
528	0.02339831958
529	0.02338350805
530	0.0233625264
531	0.0233408596
532	0.02332724278
533	0.02331136724
534	0.02329788072
535	0.02328741608
536	0.02327020765
537	0.02325745395
538	0.0232444202
539	0.02322926471
540	0.02321258284
541	0.02319976362
542	0.02318711219
543	0.02317200968
544	0.02315789684
545	0.02314521643
546	0.02313280182
547	0.02311856966
548	0.02310513357
549	0.0230896354
550	0.02307856247
551	0.02306916143
552	0.02304388098
553	0.02301095867
554	0.02300013892
555	0.02298712895
556	0.02297535194
557	0.02296391419
558	0.02295540056
559	0.02292972248
560	0.02289658247
561	0.02288476645
562	0.02287305975
563	0.02286190643
564	0.02285033325
565	0.0228389146
566	0.02282869879
567	0.02279278312
568	0.02278417081
569	0.02276828843
570	0.02275522624
571	0.02273110156
572	0.02272007983
573	0.02270582133
574	0.0226953087
575	0.02268510105
576	0.02267491786
577	0.02263795817
578	0.02262829702
579	0.02261670485
580	0.02260526583
581	0.02259061677
582	0.02255480383
583	0.02254585765
584	0.0225354979
585	0.02252239058
586	0.0225087513
587	0.02248771639
588	0.02247754035
589	0.02246440692
590	0.02243486019
591	0.02242570315
592	0.02241181219
593	0.02240216643
594	0.02239265716
595	0.0223609381
596	0.02233974429
597	0.02233008791
598	0.02232169889
599	0.0223089402
600	0.02229635899
601	0.02228263257
602	0.02227287782
603	0.02226313486
604	0.02225445402
605	0.02224508606
606	0.02223646583
607	0.0222261493
608	0.02221894101
609	0.02220731649
610	0.022198071
611	0.02218877134
612	0.02217737521
613	0.02216742344
614	0.02215850188
615	0.02214535137
616	0.02213511097
617	0.02212399725
618	0.02211530064
619	0.02210443644
620	0.02209288193
621	0.02208612634
622	0.02207318671
623	0.02206283114
624	0.02205413713
625	0.022046303
626	0.02203557824
627	0.0220267554
628	0.02201561054
629	0.02200783616
630	0.02197684108
631	0.02196818762
632	0.02195802163
633	0.02194864238
634	0.02193037001
635	0.02192024396
636	0.02191207181
637	0.02190078284
638	0.02189191964
639	0.02188309061
640	0.02187418478
641	0.02186576133
642	0.02185332049
643	0.02184625289
644	0.02183887183
645	0.02181414844
646	0.02180426856
647	0.02179815561
648	0.02178852713
649	0.02178045091
650	0.02177143934
651	0.02175249188
652	0.02174572373
653	0.02173745297
654	0.02172948497
655	0.02172255213
656	0.02171469494
657	0.02170783707
658	0.0217000763
659	0.02168615015
660	0.02168036064
661	0.02167084721
662	0.02166363905
663	0.02165767528
664	0.02165016434
665	0.0216389145
666	0.02162988917
667	0.02161195563
668	0.02160444729
669	0.0215970223
670	0.02158794394
671	0.02157054577
672	0.02156195037
673	0.02155281592
674	0.02154555249
675	0.02153861034
676	0.02153041834
677	0.02152499402
678	0.02151782155
679	0.02151034894
680	0.02150262134
681	0.02149211971
682	0.0214854279
683	0.02147748712
684	0.02146841254
685	0.02146132908
686	0.02145106877
687	0.02142473999
688	0.02141620509
689	0.02140948948
690	0.02140103304
691	0.02139099808
692	0.0213826593
693	0.02137724841
694	0.02137169368
695	0.02136083547
696	0.02135102406
697	0.02133498879
698	0.02132894944
699	0.02132291789
700	0.02131656116
701	0.02131063114
702	0.02130138469
703	0.02129448356
704	0.02128741337
705	0.02128074095
706	0.02127414086
707	0.02124915114
708	0.02124327931
709	0.02123679815
710	0.02123110848
711	0.02122267919
712	0.02121795395
713	0.02121237341
714	0.02120548146
715	0.02119910311
716	0.02118974502
717	0.0211835688
718	0.02117733113
719	0.02116950491
720	0.02116172079
721	0.02115565266
722	0.02115109535
723	0.0211449277
724	0.02113894106
725	0.02112337452
726	0.0211141369
727	0.02110966459
728	0.02110359931
729	0.02109590991
730	0.02108848475
731	0.02108042088
732	0.02106298173
733	0.02105714563
734	0.0210520447
735	0.0210460271
736	0.02104010359
737	0.02103416195
738	0.02102663655
739	0.02101952788
740	0.02101227972
741	0.02100641909
742	0.02099941141
743	0.02099320874
744	0.02098897387
745	0.02098339711
746	0.02097630746
747	0.02097087812
748	0.02096518825
749	0.02095648042
750	0.02094722707
751	0.02094308189
752	0.02093579891
753	0.02092673564
754	0.02091290271
755	0.02089946448
756	0.02089238405
757	0.02088633941
758	0.02088047783
759	0.02087578893
760	0.0208673444
761	0.0208618587
762	0.02085515265
763	0.0208327543
764	0.02082686723
765	0.02082289336
766	0.02081707219
767	0.0208124577
768	0.02080706841
769	0.0208013677
770	0.02079622097
771	0.02079099466
772	0.02078462313
773	0.02078048582
774	0.02077626297
775	0.02076815563
776	0.02076138538
777	0.02075503981
778	0.02074687233
779	0.02073845567
780	0.02073221587
781	0.0207241761
782	0.0207190005
783	0.02071401975
784	0.02070920174
785	0.02069034975
786	0.02068399528
787	0.02067944571
788	0.02067554686
789	0.02067046498
790	0.0206665991
791	0.02066152679
792	0.02065615109
793	0.02064986215
794	0.02064502365
795	0.02064023046
796	0.02062648342
797	0.02062131667
798	0.02061751947
799	0.02061157373
800	0.02060664525
801	0.02060176869
802	0.0205958731
803	0.02059071242
804	0.02058604351
805	0.02058141733
806	0.02057534031
807	0.02057011358
808	0.02056306812
809	0.02055849091
810	0.02055059715
811	0.02054490326
812	0.02054093209
813	0.02053584281
814	0.02053117449
815	0.02052583234
816	0.02051989351
817	0.02051422575
818	0.02051119137
819	0.02050545683
820	0.02050148947
821	0.0204969622
822	0.02049204136
823	0.02048653002
824	0.02048261121
825	0.020478179
826	0.02047488397
827	0.02047050443
828	0.02046568118
829	0.02046182064
830	0.0204575198
831	0.02045355671
832	0.02044924001
833	0.02044370654
834	0.02043096108
835	0.02042186499
836	0.02041813205
837	0.02039688096
838	0.02039142704
839	0.02038618432
840	0.02038240276
841	0.02036076123
842	0.02035745152
843	0.02035321247
844	0.02034901329
845	0.02034439207
846	0.02033911354
847	0.02033423518
848	0.02033016006
849	0.02032655876
850	0.02032254505
851	0.02031856151
852	0.02031291855
853	0.02030732865
854	0.02030324366
855	0.02029919675
856	0.02029198903
857	0.02028701869
858	0.02028261665
859	0.02027862133
860	0.02026462257
861	0.02024439533
862	0.02024006827
863	0.02023578053
864	0.02023103885
865	0.02022714609
866	0.02022216344
867	0.02021131774
868	0.02020821198
869	0.02020301988
870	0.02020014739
871	0.0201959263
872	0.02018473215
873	0.02017423474
874	0.02017049386
875	0.02016767489
876	0.02016280875
877	0.0201585283
878	0.0201546725
879	0.02014376223
880	0.02013995882
881	0.02012080401
882	0.02011609811
883	0.02011133023
884	0.02009546318
885	0.02009140826
886	0.0200881528
887	0.0200806997
888	0.02006132332
889	0.02005759526
890	0.02005363325
891	0.02004735631
892	0.02004349008
893	0.02004075311
894	0.02003711493
895	0.02003357838
896	0.02002988205
897	0.02002525755
898	0.02002138673
899	0.02001784065
900	0.02001324275
901	0.02001009561
902	0.02000650418
903	0.02000269817
904	0.01999959119
905	0.01999573736
906	0.01999193713
907	0.01998878329
908	0.01998534145
909	0.01998156697
910	0.01997752623
911	0.01997451517
912	0.01997079634
913	0.01996729375
914	0.01996355752
915	0.01994552377
916	0.01994208601
917	0.01993863929
918	0.01993418055
919	0.01993003608
920	0.01992709577
921	0.01991569321
922	0.01991222855
923	0.01990786243
924	0.01990496012
925	0.01990158964
926	0.01989824826
927	0.01989493497
928	0.01989156157
929	0.01988834814
930	0.01988476325
931	0.01988149911
932	0.01987662922
933	0.01987336948
934	0.01987039155
935	0.01986760528
936	0.0198650056
937	0.01986086435
938	0.01985762746
939	0.01985441911
940	0.01984042103
941	0.0198316299
942	0.01982795293
943	0.01982540986
944	0.01982124869
945	0.0198177748
946	0.01981371874
947	0.01981070694
948	0.01980799463
949	0.01980490391
950	0.01980183818
951	0.01979918914
952	0.01979686568
953	0.01979374145
954	0.01979018437
955	0.01978624561
956	0.01978314629
957	0.01977684489
958	0.01977377384
959	0.0197698461
960	0.01976715481
961	0.01976491626
962	0.01976194052
963	0.0197589832
964	0.01975530938
965	0.01975182316
966	0.01974946413
967	0.01974638011
968	0.01974323491
969	0.01973943178
970	0.01973650793
971	0.01973043003
972	0.01972685285
973	0.0197238557
974	0.01972051007
975	0.01971835607
976	0.01971539105
977	0.01971215397
978	0.01970857156
979	0.01970628536
980	0.01970343528
981	0.01970060603
982	0.01969669049
983	0.01969429787
984	0.01969139806
985	0.01968893191
986	0.01968614609
987	0.01968406924
988	0.01968088701
989	0.01967808717
990	0.01967566209
991	0.01967230548
992	0.01966862228
993	0.01966585379
994	0.01966244979
995	0.01965849163
996	0.0196417063
997	0.01963868292
998	0.01963510621
999	0.01963134175
